iter	MultiClass
121	0.04723126747
122	0.04675690165
123	0.04637818604
124	0.04607828047
125	0.04543724414
126	0.04502994622
127	0.04466690339
128	0.0443819363
129	0.04387620816
130	0.04349031061
131	0.04322128828
132	0.04276612286
133	0.04246411849
134	0.04211765324
135	0.04171139506
136	0.04136525824
137	0.04098532747
138	0.04063797812
139	0.04020958891
140	0.03984430574
141	0.03962355883
142	0.03919169351
143	0.03890954546
144	0.03843348693
145	0.03800739212
146	0.03765700534
147	0.03742112089
148	0.03719337089
149	0.03682485767
150	0.03652658876
151	0.03621367525
152	0.03595055222
153	0.03559227066
154	0.03534267881
155	0.03513534395
156	0.03497646766
157	0.03464927478
158	0.03438625664
159	0.03414802243
160	0.03387215751
161	0.03362413532
162	0.03344556394
163	0.03305203912
164	0.03285667182
165	0.03262055401
166	0.03246592102
167	0.03227484542
168	0.03204640116
169	0.03188930807
170	0.03174220174
171	0.0315528044
172	0.03118827868
173	0.03103981669
174	0.03086092409
175	0.0306215309
176	0.03039934388
177	0.03020796775
178	0.02994904633
179	0.02976322236
180	0.02938981678
181	0.0292313242
182	0.02899295555
183	0.02882920862
184	0.02860628831
185	0.02843330917
186	0.02829526016
187	0.02804220713
188	0.02787730319
189	0.02760196788
190	0.02732260309
191	0.02719194523
192	0.0270201595
193	0.0269167786
194	0.02675422197
195	0.02660030113
196	0.02652170996
197	0.02637942467
198	0.0262598725
199	0.02608097353
200	0.02594241995
201	0.02577726726
202	0.02565293961
203	0.02545473744
204	0.02528141474
205	0.02506192472
206	0.02494493001
207	0.02473173292
208	0.02460964114
209	0.0244786769
210	0.0243308566
211	0.02415424827
212	0.02401864064
213	0.02388863184
214	0.02375992176
215	0.02366141716
216	0.02348301303
217	0.02333262758
218	0.02320827935
219	0.02311390505
220	0.02303635057
221	0.02293712202
222	0.02285873495
223	0.02272296649
224	0.02259456768
225	0.0224770819
226	0.02231554323
227	0.02221989794
228	0.02212688989
229	0.02204516232
230	0.02198077152
231	0.0218023052
232	0.02168913304
233	0.02153796264
234	0.02144313249
235	0.02132533433
236	0.02120179589
237	0.02108486675
238	0.02100510172
239	0.02090408771
240	0.02083933471
241	0.02074519165
242	0.02064994408
243	0.02056594476
244	0.02047052589
245	0.02039322252
246	0.02030487908
247	0.02019387665
248	0.02011241661
249	0.02002338726
250	0.01996031617
251	0.01985610189
252	0.01976395143
253	0.01967939936
254	0.01961157649
255	0.01952689685
256	0.0194440036
257	0.01931147479
258	0.01920652069
259	0.01912318871
260	0.01904865515
261	0.01896809975
262	0.01889305912
263	0.01881313627
264	0.01871935527
265	0.01860311982
266	0.01849682852
267	0.01841387039
268	0.01833951593
269	0.0182624539
270	0.01814957796
271	0.01807535486
272	0.01797280466
273	0.01792144436
274	0.01785293453
275	0.01776232716
276	0.01766610027
277	0.01761346643
278	0.01756360883
279	0.01748525673
280	0.01739042019
281	0.01733188432
282	0.01727253832
283	0.01715663998
284	0.01710091705
285	0.01704801835
286	0.01695116002
287	0.01687216095
288	0.01681257979
289	0.01673846131
290	0.01668363753
291	0.01659283452
292	0.01654459705
293	0.0164774222
294	0.01640623516
295	0.01634891578
296	0.0162656613
297	0.01620733512
298	0.01617153124
299	0.01613285167
300	0.01607294668
301	0.01602768819
302	0.01588868476
303	0.01582527075
304	0.01577690787
305	0.01571610722
306	0.0156297247
307	0.01558047386
308	0.01551969223
309	0.0154763711
310	0.01542896023
311	0.01537399138
312	0.01530358029
313	0.01525232184
314	0.01520087275
315	0.01514693706
316	0.01510695328
317	0.01507071847
318	0.01502686431
319	0.01500590419
320	0.01495208194
321	0.01491701456
322	0.01487161406
323	0.01481682119
324	0.01477965146
325	0.01472176739
326	0.01467335603
327	0.01462904731
328	0.0145750072
329	0.01452005845
330	0.01447250937
331	0.01441364696
332	0.01437212228
333	0.01433542472
334	0.01427621635
335	0.0142503721
336	0.01419709261
337	0.01416824977
338	0.01413528744
339	0.01408528741
340	0.01404637186
341	0.01399564945
342	0.01391620551
343	0.0138904648
344	0.01385761918
345	0.01381289257
346	0.01376462702
347	0.01371771166
348	0.01367727647
349	0.01363596195
350	0.01360714051
351	0.01355908081
352	0.01351951134
353	0.0134570129
354	0.0134015367
355	0.01334538918
356	0.01330298843
357	0.013232014
358	0.01318729756
359	0.01316577154
360	0.01314472277
361	0.01310360732
362	0.01305922585
363	0.01301514057
364	0.01296248211
365	0.01293225407
366	0.01287762966
367	0.01283240202
368	0.01279497272
369	0.01276280155
370	0.01269886118
371	0.01264350758
372	0.01260685604
373	0.0125711969
374	0.01254499073
375	0.01251300456
376	0.01247105531
377	0.01241583651
378	0.01238663791
379	0.01235949916
380	0.01229384358
381	0.01224447575
382	0.01220749482
383	0.01217464937
384	0.01215347918
385	0.01211634144
386	0.01206486203
387	0.01203899651
388	0.01200190735
389	0.01197523782
390	0.0119378537
391	0.01190392775
392	0.01187074609
393	0.0118024948
394	0.01177111952
395	0.01173958066
396	0.0117129004
397	0.01167148517
398	0.01164528647
399	0.01161331046
400	0.01158998643
401	0.01154962729
402	0.01150486869
403	0.01145250808
404	0.01142180524
405	0.0113941463
406	0.01136718347
407	0.01134585313
408	0.01131711533
409	0.01128346959
410	0.01125199624
411	0.01122084029
412	0.01119903263
413	0.01114954173
414	0.0111344842
415	0.01110188705
416	0.01107088818
417	0.01105837843
418	0.01103500181
419	0.01100389764
420	0.01098262504
421	0.01095449516
422	0.01093620468
423	0.01090066458
424	0.01085521081
425	0.01082961469
426	0.01079417601
427	0.01075522787
428	0.01072607669
429	0.01069988335
430	0.01065934704
431	0.010627227
432	0.01059409618
433	0.01057043308
434	0.0105519925
435	0.01050069907
436	0.0104634244
437	0.01044046173
438	0.01041935752
439	0.01039256188
440	0.01036304309
441	0.01034035276
442	0.01030958518
443	0.01028996619
444	0.01026183379
445	0.01022274976
446	0.01020068807
447	0.01016964193
448	0.01014241453
449	0.01012141501
450	0.010101605
451	0.0100850437
452	0.01004661295
453	0.01002270519
454	0.01000993603
455	0.009984780397
456	0.009966087365
457	0.009946215543
458	0.009928631967
459	0.009891233428
460	0.009874895151
461	0.00985709144
462	0.009835404202
463	0.009815956128
464	0.00979483753
465	0.00976586539
466	0.009754094168
467	0.009731930424
468	0.009705067241
469	0.009678654203
470	0.009655963323
471	0.009638839298
472	0.009621397004
473	0.009603441295
474	0.009579828694
475	0.009561500687
476	0.00954130232
477	0.009520410271
478	0.009498455795
479	0.009481155825
480	0.009458502999
481	0.009432676802
482	0.009405138348
483	0.009387050228
484	0.009360338466
485	0.009334833696
486	0.009320224987
487	0.009308633298
488	0.009282445229
489	0.009258253556
490	0.009226300891
491	0.009203422398
492	0.009186666396
493	0.009169377022
494	0.009145246569
495	0.00910676056
496	0.009092011557
497	0.009074285611
498	0.009050792504
499	0.009027579696
500	0.008996553248
501	0.008973795274
502	0.0089562375
503	0.008944339541
504	0.008907238666
505	0.008876647271
506	0.008859704931
507	0.00884023146
508	0.008827190099
509	0.00881283563
510	0.008797506996
511	0.008774305451
512	0.008759640443
513	0.008744206538
514	0.008733305866
515	0.008717140851
516	0.008696781797
517	0.008681439492
518	0.008666033589
519	0.008652836095
520	0.008620094569
521	0.008593347402
522	0.008560171681
523	0.008533832948
524	0.008520395289
525	0.008506993285
526	0.00848924561
527	0.00847491855
528	0.008462480118
529	0.008444611212
530	0.008435239138
531	0.008414303047
532	0.00839793513
533	0.008377471416
534	0.008354933263
535	0.008340876043
536	0.008319909211
537	0.008291692462
538	0.008261725833
539	0.008247113092
540	0.008228840266
541	0.008215090605
542	0.008201373264
543	0.008190716146
544	0.008176593921
545	0.008168172719
546	0.008151626681
547	0.00812705262
548	0.008114571183
549	0.008099719079
550	0.008085366067
551	0.008062261435
552	0.008039484124
553	0.00802429753
554	0.008015933566
555	0.008003430989
556	0.007978443365
557	0.007965533401
558	0.007934635854
559	0.007921624838
560	0.007902385656
561	0.007884036352
562	0.007869196199
563	0.007850460849
564	0.007837547984
565	0.007818192682
566	0.007804899712
567	0.00778993088
568	0.007778775896
569	0.007765096101
570	0.007738124058
571	0.007726235208
572	0.007709519799
573	0.007692458764
574	0.007675421729
575	0.007653014337
576	0.007643970944
577	0.007625509804
578	0.007613924812
579	0.007604712911
580	0.007587073989
581	0.007568172597
582	0.007558935412
583	0.007542115258
584	0.007520917037
585	0.007508633091
586	0.007490310459
587	0.007477945785
588	0.007465470483
589	0.007456244472
590	0.007448357684
591	0.007428257171
592	0.007419373674
593	0.007405502977
594	0.007393099878
595	0.007380263104
596	0.007356921205
597	0.007344744257
598	0.007331139299
599	0.007317372309
600	0.007309116504
601	0.007298589087
602	0.007274038418
603	0.007262861724
604	0.007250459714
605	0.007237888892
606	0.007224834166
607	0.00721462666
608	0.00719989635
609	0.007191502397
610	0.00717888397
611	0.00716673689
612	0.00716012736
613	0.007147755805
614	0.007136541497
615	0.007128189558
616	0.007116821046
617	0.007088365821
618	0.007075925918
619	0.007055574116
620	0.007043977166
621	0.007026035018
622	0.007015131447
623	0.007007821441
624	0.006998266941
625	0.006987833502
626	0.006979583172
627	0.006972924786
628	0.006961062207
629	0.006938483026
630	0.006927711785
631	0.006911138579
632	0.006903466306
633	0.006890621358
634	0.006878988034
635	0.006864669118
636	0.006855213914
637	0.006832962693
638	0.006813794712
639	0.006800820137
640	0.006791117711
641	0.006776232344
642	0.006769250745
643	0.006755104166
644	0.006745824477
645	0.006721897481
646	0.006710801804
647	0.006703568204
648	0.006693637771
649	0.006684382111
650	0.006679067072
651	0.006666198446
652	0.006653623365
653	0.006645561664
654	0.006634451855
655	0.006621057443
656	0.006614682007
657	0.006603016916
658	0.006595768263
659	0.00658827429
660	0.006574879782
661	0.006567396914
662	0.006557814599
663	0.006550558364
664	0.00653849524
665	0.006526756101
666	0.006518911806
667	0.006507668992
668	0.006497825309
669	0.006483966075
670	0.006474035647
671	0.006465576293
672	0.006452872064
673	0.006443369192
674	0.006431706133
675	0.006418760275
676	0.006410559512
677	0.006398587831
678	0.006384230117
679	0.006374539746
680	0.006365128476
681	0.006345588642
682	0.006338378476
683	0.006329451917
684	0.006316966248
685	0.006306074184
686	0.006300127749
687	0.006290757154
688	0.006286612533
689	0.006276861243
690	0.00626627387
691	0.006254834549
692	0.006235145026
693	0.006224325563
694	0.006217901376
695	0.006208189581
696	0.006199953116
697	0.006185564159
698	0.006178427921
699	0.006168624218
700	0.00615352275
701	0.006146550317
702	0.006139663548
703	0.006133193565
704	0.006122854333
705	0.0061087378
706	0.006088247769
707	0.006078939563
708	0.00607286002
709	0.006065627009
710	0.006055658111
711	0.006048616553
712	0.006033624793
713	0.00602506348
714	0.006015853291
715	0.006011129942
716	0.005999917933
717	0.005989814604
718	0.005977201708
719	0.005970817746
720	0.005964006735
721	0.00595518163
722	0.005944307359
723	0.005935895236
724	0.00592575603
725	0.00591445768
726	0.00590427971
727	0.005890004964
728	0.005881265172
729	0.005871561156
730	0.005858002589
731	0.005850868892
732	0.005840963802
733	0.005831833148
734	0.005814393122
735	0.005808998153
736	0.005797237182
737	0.005788485224
738	0.005779982689
739	0.005773388309
740	0.00576832504
741	0.005761342179
742	0.005750869681
743	0.00574499682
744	0.005738300847
745	0.005731525272
746	0.005716406904
747	0.005709276062
748	0.005701681149
749	0.005696816704
750	0.005689596218
751	0.005680606495
752	0.005666937963
753	0.005657454635
754	0.005650959487
755	0.005645138425
756	0.005638081014
757	0.005630604156
758	0.005623874354
759	0.005617783522
760	0.005609903641
761	0.005605250716
762	0.005598509217
763	0.005586565912
764	0.005580095578
765	0.005574104963
766	0.005563213819
767	0.005555451171
768	0.005549633214
769	0.005541661045
770	0.005531874969
771	0.005527554363
772	0.005519126508
773	0.005511581746
774	0.005506691798
775	0.005500342067
776	0.005494740588
777	0.00548974164
778	0.005475535256
779	0.005467793336
780	0.00545997203
781	0.005448523901
782	0.005435576051
783	0.005428052433
784	0.005421000598
785	0.005404249762
786	0.005399160693
787	0.005393815051
788	0.005382290846
789	0.005375614296
790	0.005369562006
791	0.005358903965
792	0.0053532196
793	0.005347694599
794	0.00533947503
795	0.005332897149
796	0.00532849849
797	0.005319731906
798	0.005304125469
799	0.005295947934
800	0.005283802356
801	0.005276678292
802	0.005271669226
803	0.005266361059
804	0.005260859453
805	0.005255557371
806	0.005250050161
807	0.005242062647
808	0.005234119125
809	0.005224182972
810	0.005215691955
811	0.005210837242
812	0.005206431598
813	0.005200513736
814	0.005189934331
815	0.005182529456
816	0.00517582542
817	0.005169076134
818	0.005158161129
819	0.005147719245
820	0.005141422669
821	0.005132436383
822	0.005125189419
823	0.005115707875
824	0.005109740059
825	0.005104556568
826	0.005099171433
827	0.005092057553
828	0.005086882247
829	0.00508264714
830	0.005077801475
831	0.005067567871
832	0.005057688789
833	0.005052719332
834	0.005046010441
835	0.005039523712
836	0.00503338608
837	0.005027616463
838	0.005021048426
839	0.005016192371
840	0.005012081079
841	0.0050044011
842	0.004999857317
843	0.004990607871
844	0.004983677528
845	0.004976863522
846	0.00497008829
847	0.004962889995
848	0.004955110167
849	0.004948640912
850	0.004942261994
851	0.004932144162
852	0.004927973483
853	0.004924415777
854	0.004915824359
855	0.004907902843
856	0.004904676024
857	0.004899254189
858	0.004892502192
859	0.004887509412
860	0.004880484034
861	0.004875821993
862	0.004870852976
863	0.004856883802
864	0.004845641643
865	0.004840283967
866	0.00483487903
867	0.004829724832
868	0.004826956328
869	0.004822306214
870	0.004812534163
871	0.004809211442
872	0.004801075203
873	0.004795089243
874	0.004788856688
875	0.004783253401
876	0.004778795885
877	0.00477222186
878	0.004765545922
879	0.004761983102
880	0.004755606577
881	0.004749422778
882	0.004745179924
883	0.004740981598
884	0.004735251776
885	0.004729217788
886	0.004721363021
887	0.004716703664
888	0.004707107257
889	0.004698164667
890	0.004692058072
891	0.004688040722
892	0.004684498655
893	0.004678448931
894	0.004667328452
895	0.004658548954
896	0.004652758395
897	0.004648727603
898	0.004641740554
899	0.004634155116
900	0.004626732785
901	0.004622032329
902	0.004617004776
903	0.004612338744
904	0.004608425539
905	0.004603200373
906	0.004598714878
907	0.004592162707
908	0.004588979595
909	0.004583920257
910	0.004579873243
911	0.004575917156
912	0.004573501764
913	0.004568921716
914	0.004560781726
915	0.004549898327
916	0.004545127798
917	0.004541704717
918	0.004536050549
919	0.004528681991
920	0.004524116774
921	0.004518922583
922	0.004515389164
923	0.004511353791
924	0.004507501527
925	0.004501000229
926	0.004497808494
927	0.004493641275
928	0.004487668922
929	0.004481779699
930	0.004478039216
931	0.004473630836
932	0.004470227888
933	0.004467625314
934	0.004462697877
935	0.004458100951
936	0.004452642886
937	0.004449406651
938	0.004446080737
939	0.004441399985
940	0.004438268596
941	0.004434747725
942	0.00442774176
943	0.004422548743
944	0.004416109502
945	0.004411034696
946	0.004404127223
947	0.004399121232
948	0.004393710839
949	0.004390107815
950	0.004384639874
951	0.004377488265
952	0.004371038762
953	0.004365580281
954	0.004360591484
955	0.00435500289
956	0.004349008112
957	0.004339313838
958	0.00433626651
959	0.004329712249
960	0.004326786945
961	0.004322187572
962	0.004316873345
963	0.00431306368
964	0.00430677801
965	0.004303616227
966	0.004297598712
967	0.004290915032
968	0.004286742064
969	0.004282209733
970	0.004275809328
971	0.004269684092
972	0.004263244204
973	0.004258588387
974	0.004252871375
975	0.004246953665
976	0.004243132437
977	0.004240315997
978	0.004236646592
979	0.004226443355
980	0.004223700825
981	0.004218317413
982	0.004214761129
983	0.004211073341
984	0.004205545747
985	0.004200565885
986	0.004194337358
987	0.004189602485
988	0.004186339387
989	0.004182171228
990	0.004176995518
991	0.004169885821
992	0.00416627566
993	0.004161086893
994	0.004156609561
995	0.004152731587
996	0.004149813431
997	0.00414375473
998	0.004140501995
999	0.004132867081
